locationId,providerId,organisationType,type,name,onspdCcgCode,onspdCcgName,onspdIcbCode,onspdIcbName,odsCode,registrationStatus,registrationDate,dormancy,onspdLatitude,onspdLongitude,careHome,inspectionDirectorate,postalAddressLine1,postalAddressTownCity,region,postalCode,uprn,mainPhoneNumber,website,numberOfBeds,constituency,localAuthority,relationships,locationTypes,regulatedActivities,gacServiceTypes,specialisms,inspectionCategories,inspectionAreas,deregistrationDate,postalAddressLine2,postalAddressCounty,reports,lastInspection.date,lastReport.publicationDate,currentRatings.overall.rating,currentRatings.overall.reportDate,currentRatings.overall.reportLinkId,currentRatings.overall.keyQuestionRatings,currentRatings.reportDate,brandId,brandName,historicRatings,dormancyEndDate,providerInspectionAreas,unpublishedReports,assessmentServiceGroup,assessment,odsCcgCode,odsCcgName,currentRatings.serviceRatings,dormancyStartDate,registeredManagerAbsentDate,alsoKnownAs
1-1501217624,1-102642564,Location,Independent Healthcare Org,Turning Point Gillingham,E38000237,NHS Kent and Medway CCG,E54000032,NHS Kent and Medway Integrated Care Board,,Deregistered,2014-07-28,N,51.386743,0.546971,N,Hospitals,55 Green Street,Gillingham,South East,ME7 1AE,,01634583660,,0.0,Gillingham and Rainham,Medway,[],[],[],"[{'name': 'Community services - Substance abuse', 'description': 'Community based services for people who misuse substances'}]","[{'name': 'Caring for children'}, {'name': 'Substance misuse problems'}]","[{'code': 'H7', 'primary': 'true', 'name': 'Community substance misuse'}]",[],2016-07-27,,Kent,,,,,,,,,BD133,BRAND Turning Point,,,,,,,,,,,,
1-151560581,1-101683006,Location,Social Care Org,Jeannette Lodge,E38000237,NHS Kent and Medway CCG,E54000032,NHS Kent and Medway Integrated Care Board,,Deregistered,2010-12-24,N,51.3767361,0.5563021,Y,Unspecified,15-17 Park Avenue,Gillingham,South East,ME7 4AS,44078174,01634852894,,21.0,Gillingham and Rainham,Medway,[],[],[],"[{'name': 'Residential homes', 'description': 'Care home service without nursing'}]",[{'name': 'Caring for adults over 65 yrs'}],,[],2012-06-15,,Kent,"[{'linkId': 'b3050746-065a-4e52-8b5d-b6d87f0306b0', 'reportDate': '2011-07-13', 'firstVisitDate': '2011-02-09', 'reportUri': '/reports/b3050746-065a-4e52-8b5d-b6d87f0306b0?20200430120000'}]",2011-02-09,,No published rating,,,"[{'name': 'Safe', 'rating': 'No published rating'}, {'name': 'Well-led', 'rating': 'No published rating'}, {'name': 'Caring', 'rating': 'No published rating'}, {'name': 'Responsive', 'rating': 'No published rating'}, {'name': 'Effective', 'rating': 'No published rating'}]",,,,,,,,,,,,,,,
1-151582995,1-131473417,Location,Social Care Org,The People Care Team,E38000237,NHS Kent and Medway CCG,E54000032,NHS Kent and Medway Integrated Care Board,,Deregistered,2011-01-17,N,51.452528,0.634695,N,Unspecified,Squires Mount High Street,Rochester,South East,ME3 9RA,,01634270816,www.thepeoplecareteam.co.uk,0.0,Rochester and Strood,Medway,"[{'relatedLocationId': '1-278833389', 'relatedLocationName': 'The People Care Team', 'type': 'HSCA Successor', 'reason': 'Location Move'}]",[],[],"[{'name': 'Homecare agencies', 'description': 'Domiciliary care service'}]","[{'name': 'Caring for adults over 65 yrs'}, {'name': 'Dementia'}, {'name': 'Learning disabilities'}, {'name': 'Mental health conditions'}, {'name': 'Physical disabilities'}, {'name': 'Sensory impairment'}]",,[],2011-08-04,Lower Stoke,Kent,,,,,,,,,,,,,,,,,,,,,,
1-15182615526,1-13659736844,Location,Social Care Org,Liz-Ace Care Agency Limited,E38000237,NHS Kent and Medway CCG,E54000032,NHS Kent and Medway Integrated Care Board,VNPL3,Deregistered,2023-03-27,Y,51.3602256,0.5215553,N,Adult social care,"COD Building, Snodhurst Bottom",Chatham,South East,ME5 0LU,44034498,,,0.0,Chatham and Aylesford,Medway,[],[],[],"[{'name': 'Homecare agencies', 'description': 'Domiciliary care service'}]","[{'name': 'Dementia'}, {'name': 'Physical disabilities'}]","[{'code': 'S2', 'primary': 'true', 'name': 'Community based adult social care services'}]",[],2025-01-23,Walderslade Road,,,,,,,,,,,,,,,,,,,,,2023-03-28,,
1-15266581406,1-14621731467,Location,Social Care Org,Royala Care Ltd,E38000237,NHS Kent and Medway CCG,E54000032,NHS Kent and Medway Integrated Care Board,VNQ11,Deregistered,2023-04-28,N,51.3831542,0.5187313,N,Adult social care,Flat 5,Chatham,South East,ME4 4EQ,44111265,,,0.0,Rochester and Strood,Medway,[],[],[],"[{'name': 'Homecare agencies', 'description': 'Domiciliary care service'}, {'name': 'Supported living', 'description': 'Supported living service'}]","[{'name': 'Caring for adults over 65 yrs'}, {'name': 'Caring for adults under 65 yrs'}, {'name': 'Dementia'}, {'name': 'Physical disabilities'}, {'name': 'Sensory impairment'}]","[{'code': 'S2', 'primary': 'true', 'name': 'Community based adult social care services'}]",[],2024-12-31,"32-34, High Street",,,,,,,,,,,,,2024-03-27,,,,,,,,,,
1-152826232,1-138359001,Location,Social Care Org,Carers Relief Service,E38000237,NHS Kent and Medway CCG,E54000032,NHS Kent and Medway Integrated Care Board,VN59P,Deregistered,2010-12-24,N,51.40204,0.537943,N,Adult social care,Quayside House,Chatham,South East,ME4 4QZ,,01634715995,www.carersreliefservice.com,0.0,Rochester and Strood,Medway,[],[],[],"[{'name': 'Homecare agencies', 'description': 'Domiciliary care service'}]",[{'name': 'Learning disabilities'}],"[{'code': 'S2', 'primary': 'true', 'name': 'Community based adult social care services'}]",[],2020-10-01,"Quayside, Chatham Maritime",Kent,"[{'linkId': '9fefd3c5-363c-4496-86e3-ed47dc13646d', 'reportDate': '2018-10-17', 'firstVisitDate': '2018-07-19', 'reportUri': '/reports/9fefd3c5-363c-4496-86e3-ed47dc13646d?20190620120000', 'reportType': 'Location'}, {'linkId': '301e9291-1354-406f-914b-7c24d8f2ca92', 'reportDate': '2016-03-11', 'firstVisitDate': '2016-02-09', 'reportUri': '/reports/301e9291-1354-406f-914b-7c24d8f2ca92?20200129163919', 'reportType': 'Location'}, {'linkId': 'a6b49464-6611-4922-ac63-59214b1c63c3', 'reportDate': '2014-01-30', 'firstVisitDate': '2014-01-03', 'reportUri': '/reports/a6b49464-6611-4922-ac63-59214b1c63c3?20200129163919'}, {'linkId': '1753409d-86dd-4742-99a8-c9d1663dd9ca', 'reportDate': '2013-02-28', 'firstVisitDate': '2013-01-28', 'reportUri': '/reports/1753409d-86dd-4742-99a8-c9d1663dd9ca?20200129163919'}]",2018-07-19,2018-10-17,Good,2018-10-17,9fefd3c5-363c-4496-86e3-ed47dc13646d,"[{'name': 'Safe', 'rating': 'Good', 'reportDate': '2018-10-17', 'reportLinkId': '9fefd3c5-363c-4496-86e3-ed47dc13646d'}, {'name': 'Well-led', 'rating': 'Good', 'reportDate': '2018-10-17', 'reportLinkId': '9fefd3c5-363c-4496-86e3-ed47dc13646d'}, {'name': 'Caring', 'rating': 'Good', 'reportDate': '2018-10-17', 'reportLinkId': '9fefd3c5-363c-4496-86e3-ed47dc13646d'}, {'name': 'Responsive', 'rating': 'Good', 'reportDate': '2018-10-17', 'reportLinkId': '9fefd3c5-363c-4496-86e3-ed47dc13646d'}, {'name': 'Effective', 'rating': 'Good', 'reportDate': '2018-10-17', 'reportLinkId': '9fefd3c5-363c-4496-86e3-ed47dc13646d'}]",2018-10-17,,,"[{'reportDate': '2016-03-11', 'reportLinkId': '301e9291-1354-406f-914b-7c24d8f2ca92', 'overall': {'rating': 'Good', 'keyQuestionRatings': [{'name': 'Safe', 'rating': 'Good'}, {'name': 'Well-led', 'rating': 'Good'}, {'name': 'Caring', 'rating': 'Good'}, {'name': 'Responsive', 'rating': 'Good'}, {'name': 'Effective', 'rating': 'Good'}]}}]",,,,,,,,,,,
1-152868407,1-101668621,Location,Social Care Org,Shalder House,E38000237,NHS Kent and Medway CCG,E54000032,NHS Kent and Medway Integrated Care Board,,Deregistered,2011-01-27,N,51.394769,0.550536,Y,Unspecified,Medway Road,Gillingham,South East,ME7 1NY,,,,15.0,Gillingham and Rainham,Medway,[],[],[],"[{'name': 'Residential homes', 'description': 'Care home service without nursing'}]",[{'name': 'Caring for adults over 65 yrs'}],,[],2014-01-06,,Kent,"[{'linkId': '8c207599-af38-4c35-9ffd-e998af03d504', 'reportDate': '2011-03-09', 'firstVisitDate': '2011-01-27', 'reportUri': '/reports/8c207599-af38-4c35-9ffd-e998af03d504?20200430120000'}]",2011-01-27,,No published rating,,,"[{'name': 'Safe', 'rating': 'No published rating'}, {'name': 'Well-led', 'rating': 'No published rating'}, {'name': 'Caring', 'rating': 'No published rating'}, {'name': 'Responsive', 'rating': 'No published rating'}, {'name': 'Effective', 'rating': 'No published rating'}]",,,,,,,,,,,,,,,
1-152868424,1-101668621,Location,Social Care Org,Robert Bean Lodge,E38000237,NHS Kent and Medway CCG,E54000032,NHS Kent and Medway Integrated Care Board,,Deregistered,2011-01-27,N,51.3699457,0.5148163,Y,Unspecified,Robert Bean Care Centre,Rochester,South East,ME1 2QT,44035837,,,44.0,Chatham and Aylesford,Medway,"[{'relatedLocationId': '1-909306102', 'relatedLocationName': 'Rochester Care Home', 'type': 'HSCA Successor', 'reason': 'New Provider'}]",[],[],"[{'name': 'Residential homes', 'description': 'Care home service without nursing'}]","[{'name': 'Caring for adults over 65 yrs'}, {'name': 'Dementia'}, {'name': 'Learning disabilities'}]",,[],2013-12-23,Pattens Lane,Kent,"[{'linkId': '21f7a4ea-50c3-4699-a433-935eefec019b', 'reportDate': '2012-12-12', 'firstVisitDate': '2012-11-15', 'reportUri': '/reports/21f7a4ea-50c3-4699-a433-935eefec019b?20200129163919'}, {'linkId': 'e91b3f2b-117f-4ffe-8783-3ec2a0f6fe67', 'reportDate': '2011-10-26', 'firstVisitDate': '2011-10-10', 'reportUri': '/reports/e91b3f2b-117f-4ffe-8783-3ec2a0f6fe67?20200430120000'}]",2012-11-15,,No published rating,,,"[{'name': 'Safe', 'rating': 'No published rating'}, {'name': 'Well-led', 'rating': 'No published rating'}, {'name': 'Caring', 'rating': 'No published rating'}, {'name': 'Responsive', 'rating': 'No published rating'}, {'name': 'Effective', 'rating': 'No published rating'}]",,,,,,,,,,,,,,,
1-152868441,1-101668621,Location,Social Care Org,Platters Farm Lodge,E38000237,NHS Kent and Medway CCG,E54000032,NHS Kent and Medway Integrated Care Board,,Deregistered,2011-01-27,N,51.359404,0.593261,Y,Unspecified,Highfield Road,Gillingham,South East,ME8 0EQ,,,,43.0,Gillingham and Rainham,Medway,"[{'relatedLocationId': '1-667611293', 'relatedLocationName': 'Platters Farm Lodge', 'type': 'HSCA Successor', 'reason': 'New Provider'}]",[],[],"[{'name': 'Residential homes', 'description': 'Care home service without nursing'}]",[{'name': 'Caring for adults over 65 yrs'}],,[],2013-12-23,Rainham,Kent,"[{'linkId': '9bb97bda-6b68-4d85-b40b-937773f45a8b', 'reportDate': '2013-01-30', 'firstVisitDate': '2013-01-07', 'reportUri': '/reports/9bb97bda-6b68-4d85-b40b-937773f45a8b?20200129163919'}, {'linkId': '7bc49d23-de4f-4682-9121-230f04a48d2c', 'reportDate': '2012-01-03', 'firstVisitDate': '2011-12-09', 'reportUri': '/reports/7bc49d23-de4f-4682-9121-230f04a48d2c?20200430120000'}]",2013-01-07,,No published rating,,,"[{'name': 'Safe', 'rating': 'No published rating'}, {'name': 'Well-led', 'rating': 'No published rating'}, {'name': 'Caring', 'rating': 'No published rating'}, {'name': 'Responsive', 'rating': 'No published rating'}, {'name': 'Effective', 'rating': 'No published rating'}]",,,,,,,,,,,,,,,
1-152868456,1-101668621,Location,Social Care Org,Nelson Court Linked Service Centre,E38000237,NHS Kent and Medway CCG,E54000032,NHS Kent and Medway Integrated Care Board,,Deregistered,2011-01-27,N,51.368182,0.548168,Y,Unspecified,Nelson Terrace,Chatham,South East,ME5 7JZ,44062763,,,28.0,Chatham and Aylesford,Medway,"[{'relatedLocationId': '1-898047552', 'relatedLocationName': 'Victory Care Home', 'type': 'HSCA Successor', 'reason': 'New Provider'}]",[],[],"[{'name': 'Residential homes', 'description': 'Care home service without nursing'}]","[{'name': 'Caring for adults over 65 yrs'}, {'name': 'Dementia'}]",,[],2013-12-23,Luton,Kent,"[{'linkId': 'd25c865b-473e-4110-8f67-7ad3d0ab0982', 'reportDate': '2013-01-15', 'firstVisitDate': '2012-12-13', 'reportUri': '/reports/d25c865b-473e-4110-8f67-7ad3d0ab0982?20200129163919'}, {'linkId': 'df181eee-7b99-4cd9-9952-84a36b19c863', 'reportDate': '2012-02-01', 'firstVisitDate': '2012-01-09', 'reportUri': '/reports/df181eee-7b99-4cd9-9952-84a36b19c863?20200430120000'}]",2012-12-13,,No published rating,,,"[{'name': 'Safe', 'rating': 'No published rating'}, {'name': 'Well-led', 'rating': 'No published rating'}, {'name': 'Caring', 'rating': 'No published rating'}, {'name': 'Responsive', 'rating': 'No published rating'}, {'name': 'Effective', 'rating': 'No published rating'}]",,,,,,,,,,,,,,,
1-152868472,1-101668621,Location,Social Care Org,36a Birling Avenue,E38000237,NHS Kent and Medway CCG,E54000032,NHS Kent and Medway Integrated Care Board,VL4H7,Registered,2011-01-27,N,51.36643,0.596697,Y,Adult social care,Rainham,Gillingham,South East,ME8 7EY,100061246354,,,7.0,Gillingham and Rainham,Medway,[],[],"[{'name': 'Accommodation for persons who require nursing or personal care', 'code': 'RA2', 'contacts': []}]","[{'name': 'Residential homes', 'description': 'Care home service without nursing'}]","[{'name': 'Caring for adults over 65 yrs'}, {'name': 'Caring for adults under 65 yrs'}, {'name': 'Caring for children'}, {'name': 'Learning disabilities'}]","[{'code': 'S1', 'primary': 'true', 'name': 'Residential social care'}]",[],,,Kent,"[{'linkId': '4f5ad26e-e031-4d04-a50f-1ae8ba640d64', 'reportDate': '2018-02-27', 'firstVisitDate': '2018-01-10', 'reportUri': '/reports/4f5ad26e-e031-4d04-a50f-1ae8ba640d64?20211030120000', 'reportType': 'Location'}, {'linkId': 'c6d7c411-0ab6-4489-bcc1-deae400a91dc', 'reportDate': '2016-02-15', 'firstVisitDate': '2015-11-18', 'reportUri': '/reports/c6d7c411-0ab6-4489-bcc1-deae400a91dc?20210124073147', 'reportType': 'Location'}, {'linkId': '9794f129-324a-4449-b176-0633e7f260e8', 'reportDate': '2014-05-16', 'firstVisitDate': '2014-04-15', 'reportUri': '/reports/9794f129-324a-4449-b176-0633e7f260e8?20151016191357'}, {'linkId': '5eba7e51-9977-4874-a110-a1ff4462d9db', 'reportDate': '2013-12-06', 'firstVisitDate': '2013-11-08', 'reportUri': '/reports/5eba7e51-9977-4874-a110-a1ff4462d9db?20200129163919'}, {'linkId': 'd5583a5a-2d55-4fad-b649-ebc2589d1d56', 'reportDate': '2013-01-25', 'firstVisitDate': '2013-01-02', 'reportUri': '/reports/d5583a5a-2d55-4fad-b649-ebc2589d1d56?20200129163919'}, {'linkId': 'b52cad52-3688-4096-81b0-f2e8fa2afac8', 'reportDate': '2012-01-05', 'firstVisitDate': '2011-12-13', 'reportUri': '/reports/b52cad52-3688-4096-81b0-f2e8fa2afac8?20200430120000'}]",2018-01-10,2018-02-27,Good,2018-02-27,4f5ad26e-e031-4d04-a50f-1ae8ba640d64,"[{'name': 'Safe', 'rating': 'Good', 'reportDate': '2018-02-27', 'reportLinkId': '4f5ad26e-e031-4d04-a50f-1ae8ba640d64'}, {'name': 'Well-led', 'rating': 'Good', 'reportDate': '2018-02-27', 'reportLinkId': '4f5ad26e-e031-4d04-a50f-1ae8ba640d64'}, {'name': 'Caring', 'rating': 'Good', 'reportDate': '2018-02-27', 'reportLinkId': '4f5ad26e-e031-4d04-a50f-1ae8ba640d64'}, {'name': 'Responsive', 'rating': 'Good', 'reportDate': '2018-02-27', 'reportLinkId': '4f5ad26e-e031-4d04-a50f-1ae8ba640d64'}, {'name': 'Effective', 'rating': 'Good', 'reportDate': '2018-02-27', 'reportLinkId': '4f5ad26e-e031-4d04-a50f-1ae8ba640d64'}]",2018-02-27,,,"[{'reportDate': '2016-02-15', 'reportLinkId': 'c6d7c411-0ab6-4489-bcc1-deae400a91dc', 'overall': {'rating': 'Good', 'keyQuestionRatings': [{'name': 'Safe', 'rating': 'Good'}, {'name': 'Well-led', 'rating': 'Requires improvement'}, {'name': 'Caring', 'rating': 'Good'}, {'name': 'Responsive', 'rating': 'Good'}, {'name': 'Effective', 'rating': 'Good'}]}}]",,,,,,,,,,2026-07-01,
1-152868487,1-101668621,Location,Social Care Org,Shared Lives,E38000237,NHS Kent and Medway CCG,E54000032,NHS Kent and Medway Integrated Care Board,,Deregistered,2011-01-27,N,51.350689,0.538666,N,Adult social care,Lordswood Healthy Living Centre,Chatham,South East,ME5 8JT,,,,0.0,Chatham and Aylesford,Medway,"[{'relatedLocationId': '1-2036348051', 'relatedLocationName': 'Shared Lives', 'type': 'HSCA Successor', 'reason': 'Location Move'}]",[],[],"[{'name': 'Shared lives', 'description': 'Shared Lives'}]",[{'name': 'Learning disabilities'}],"[{'code': 'S2', 'primary': 'true', 'name': 'Community based adult social care services'}]",[],2015-05-22,Sultan Road,Kent,"[{'linkId': '36e3e222-4742-4cbb-bb92-64c39437a61b', 'reportDate': '2013-12-14', 'firstVisitDate': '2013-11-18', 'reportUri': '/reports/36e3e222-4742-4cbb-bb92-64c39437a61b?20200129163919'}, {'linkId': '8acf97ab-7e7d-40ce-b8f5-773897539e85', 'reportDate': '2012-12-18', 'firstVisitDate': '2012-11-20', 'reportUri': '/reports/8acf97ab-7e7d-40ce-b8f5-773897539e85?20200129163919'}, {'linkId': 'ecfddf1e-cc61-4d8f-9ae4-ae9be575af6f', 'reportDate': '2011-05-12', 'firstVisitDate': '2011-04-13', 'reportUri': '/reports/ecfddf1e-cc61-4d8f-9ae4-ae9be575af6f?20200430120000'}]",2013-11-18,,No published rating,,,"[{'name': 'Safe', 'rating': 'No published rating'}, {'name': 'Well-led', 'rating': 'No published rating'}, {'name': 'Caring', 'rating': 'No published rating'}, {'name': 'Responsive', 'rating': 'No published rating'}, {'name': 'Effective', 'rating': 'No published rating'}]",,,,,,,,,,,,,,,
1-15474835565,1-5687593120,Location,Primary Medical Services,Maidstone Road Surgery,E38000237,NHS Kent and Medway CCG,E54000032,NHS Kent and Medway Integrated Care Board,G82139,Registered,2023-04-17,N,51.3618181,0.5172154,N,Primary medical services,262 Maidstone Road,Chatham,South East,ME4 6JL,100062392051,01634847754,,0.0,Chatham and Aylesford,Medway,[],[{'type': 'GP Practice'}],"[{'name': 'Treatment of disease, disorder or injury', 'code': 'RA5', 'contacts': [{'personTitle': 'Ms', 'personGivenName': 'Lynn Michelle', 'personFamilyName': 'Johnston', 'personRoles': ['Registered Manager']}]}, {'name': 'Surgical procedures', 'code': 'RA7', 'contacts': [{'personTitle': 'Ms', 'personGivenName': 'Lynn Michelle', 'personFamilyName': 'Johnston', 'personRoles': ['Registered Manager']}]}, {'name': 'Diagnostic and screening procedures', 'code': 'RA8', 'contacts': [{'personTitle': 'Ms', 'personGivenName': 'Lynn Michelle', 'personFamilyName': 'Johnston', 'personRoles': ['Registered Manager']}]}]","[{'name': 'Doctors/Gps', 'description': 'Doctors consultation service'}]",[{'name': 'Services for everyone'}],"[{'code': 'P2', 'primary': 'true', 'name': 'GP Practices'}]",[],,,Kent,"[{'linkId': '0d42b9b5-c22f-483e-9234-60ca3508f711', 'reportDate': '2023-08-22', 'firstVisitDate': '2023-07-21', 'reportUri': '/reports/0d42b9b5-c22f-483e-9234-60ca3508f711?20230822070041', 'reportType': 'Location'}]",2023-07-21,2023-08-22,Good,2023-08-22,0d42b9b5-c22f-483e-9234-60ca3508f711,"[{'name': 'Safe', 'rating': 'Good', 'reportDate': '2023-08-22', 'reportLinkId': '0d42b9b5-c22f-483e-9234-60ca3508f711'}, {'name': 'Well-led', 'rating': 'Good', 'reportDate': '2023-08-22', 'reportLinkId': '0d42b9b5-c22f-483e-9234-60ca3508f711'}, {'name': 'Caring', 'rating': 'Good', 'reportDate': '2023-08-22', 'reportLinkId': '0d42b9b5-c22f-483e-9234-60ca3508f711'}, {'name': 'Responsive', 'rating': 'Good', 'reportDate': '2023-08-22', 'reportLinkId': '0d42b9b5-c22f-483e-9234-60ca3508f711'}, {'name': 'Effective', 'rating': 'Good', 'reportDate': '2023-08-22', 'reportLinkId': '0d42b9b5-c22f-483e-9234-60ca3508f711'}]",2023-08-22,,,,,,,,,91Q,NHS Kent and Medway Icb - 91Q,,,,
1-15501864829,1-14724376926,Location,Independent Healthcare Org,La Ross Aesthetics,E38000237,NHS Kent and Medway CCG,E54000032,NHS Kent and Medway Integrated Care Board,,Registered,2023-05-18,N,51.3946396,0.5157818,N,Primary medical services,Unit 10a,Rochester,South East,ME2 4BQ,100062389166,0770585365,,0.0,Rochester and Strood,Medway,[],[],"[{'name': 'Treatment of disease, disorder or injury', 'code': 'RA5', 'contacts': [{'personTitle': 'Mrs', 'personGivenName': 'Kate Elizabeth', 'personFamilyName': 'Monteith Ross', 'personRoles': ['Registered Manager']}]}, {'name': 'Surgical procedures', 'code': 'RA7', 'contacts': [{'personTitle': 'Mrs', 'personGivenName': 'Kate Elizabeth', 'personFamilyName': 'Monteith Ross', 'personRoles': ['Registered Manager']}]}, {'name': 'Diagnostic and screening procedures', 'code': 'RA8', 'contacts': [{'personTitle': 'Mrs', 'personGivenName': 'Kate Elizabeth', 'personFamilyName': 'Monteith Ross', 'personRoles': ['Registered Manager']}]}]","[{'name': 'Doctors/Gps', 'description': 'Doctors consultation service'}]","[{'name': 'Caring for adults over 65 yrs'}, {'name': 'Caring for adults under 65 yrs'}]","[{'code': 'P7', 'primary': 'true', 'name': 'Independent consulting doctors'}]",[],,"Centre Court, Sir Thomas Longley Road, Medway City Estate",,,,,,,,,,,,,,,,,,,,,,,
