locationId,providerId,organisationType,type,name,onspdCcgCode,onspdCcgName,onspdIcbCode,onspdIcbName,odsCode,registrationStatus,registrationDate,dormancy,onspdLatitude,onspdLongitude,careHome,inspectionDirectorate,postalAddressLine1,postalAddressTownCity,region,postalCode,uprn,mainPhoneNumber,website,numberOfBeds,constituency,localAuthority,relationships,locationTypes,regulatedActivities,gacServiceTypes,specialisms,inspectionCategories,inspectionAreas,deregistrationDate,postalAddressLine2,postalAddressCounty,reports,lastInspection.date,lastReport.publicationDate,currentRatings.overall.rating,currentRatings.overall.reportDate,currentRatings.overall.reportLinkId,currentRatings.overall.keyQuestionRatings,currentRatings.reportDate,brandId,brandName,historicRatings,dormancyEndDate,providerInspectionAreas,unpublishedReports,assessmentServiceGroup,assessment,odsCcgCode,odsCcgName,currentRatings.serviceRatings,dormancyStartDate,registeredManagerAbsentDate,alsoKnownAs
1-9736387547,1-522468048,Location,Independent Ambulance,Personal Security Services Limited,E38000237,NHS Kent and Medway CCG,E54000032,NHS Kent and Medway Integrated Care Board,,Registered,2021-03-16,N,51.392726,0.5131667,N,Hospitals,Unit 2 Gamma House,Rochester,South East,ME2 4HU,100062631148,,,0.0,Rochester and Strood,Medway,"[{'relatedLocationId': '1-1027132695', 'relatedLocationName': 'Personal Security Service', 'type': 'HSCA Predecessor', 'reason': 'Location Move'}]",[],"[{'name': 'Transport services, triage and medical advice provided remotely', 'code': 'RA10', 'contacts': [{'personTitle': 'Ms', 'personGivenName': 'Jolene Louise', 'personFamilyName': 'Reynolds', 'personRoles': ['Registered Manager']}]}]","[{'name': 'Ambulances', 'description': 'Ambulance service'}]","[{'name': 'Caring for people whose rights are restricted under the Mental Health Act'}, {'name': 'Mental health conditions'}, {'name': 'Services for everyone'}]","[{'code': 'H5', 'primary': 'true', 'name': 'Ambulance service'}]","[{'inspectionAreaId': 'transport', 'inspectionAreaName': 'Patient transport services', 'status': 'Active (Rated)'}]",,"Laser Quay, Culpeper Close, Medway City Estate",,"[{'linkId': '01399c3a-318d-4a3d-bdfa-fe28d8da992c', 'reportDate': '2021-11-23', 'firstVisitDate': '2021-09-14', 'reportUri': '/reports/01399c3a-318d-4a3d-bdfa-fe28d8da992c?20211123060510', 'reportType': 'Location'}]",2021-09-17,2021-11-23,Good,2021-11-23,01399c3a-318d-4a3d-bdfa-fe28d8da992c,"[{'name': 'Safe', 'rating': 'Good', 'reportDate': '2021-11-23', 'reportLinkId': '01399c3a-318d-4a3d-bdfa-fe28d8da992c'}, {'name': 'Well-led', 'rating': 'Good', 'reportDate': '2021-11-23', 'reportLinkId': '01399c3a-318d-4a3d-bdfa-fe28d8da992c'}, {'name': 'Caring', 'rating': 'Good', 'reportDate': '2021-11-23', 'reportLinkId': '01399c3a-318d-4a3d-bdfa-fe28d8da992c'}, {'name': 'Responsive', 'rating': 'Good', 'reportDate': '2021-11-23', 'reportLinkId': '01399c3a-318d-4a3d-bdfa-fe28d8da992c'}, {'name': 'Effective', 'rating': 'Good', 'reportDate': '2021-11-23', 'reportLinkId': '01399c3a-318d-4a3d-bdfa-fe28d8da992c'}]",2021-11-23,,,"[{'reportDate': '2019-08-13', 'reportLinkId': '69d4da9a-ea8a-4f73-a6fa-410d6fa51281', 'organisationId': '1-1027132695', 'serviceRatings': [{'name': 'transport', 'rating': 'Requires improvement', 'keyQuestionRatings': [{'name': 'Caring', 'rating': 'Insufficient evidence to rate'}, {'name': 'Effective', 'rating': 'Requires improvement'}, {'name': 'Responsive', 'rating': 'Good'}, {'name': 'Safe', 'rating': 'Requires improvement'}, {'name': 'Well-led', 'rating': 'Requires improvement'}]}], 'overall': {'rating': 'Requires improvement', 'keyQuestionRatings': [{'name': 'Safe', 'rating': 'Requires improvement'}, {'name': 'Well-led', 'rating': 'Requires improvement'}, {'name': 'Caring', 'rating': 'Insufficient evidence to rate'}, {'name': 'Responsive', 'rating': 'Good'}, {'name': 'Effective', 'rating': 'Requires improvement'}]}}, {'reportDate': '2017-10-05', 'reportLinkId': 'a1a2d84a-325f-4652-b1dd-6ee4c3a7d485', 'organisationId': '1-1027132695', 'overall': {'rating': 'Inspected but not rated'}}, {'reportDate': '2017-06-26', 'reportLinkId': '28700755-4aa8-4dc7-9d35-dbe500754269', 'organisationId': '1-1027132695', 'serviceRatings': [{'name': 'transport', 'rating': 'Inspected but not rated', 'keyQuestionRatings': [{'name': 'Caring', 'rating': 'Inspected but not rated'}, {'name': 'Effective', 'rating': 'Inspected but not rated'}, {'name': 'Responsive', 'rating': 'Inspected but not rated'}, {'name': 'Safe', 'rating': 'Inspected but not rated'}, {'name': 'Well-led', 'rating': 'Inspected but not rated'}]}], 'overall': {'rating': 'Inspected but not rated'}}]",,,,,,,,"[{'name': 'transport', 'rating': 'Good', 'reportDate': '2021-11-23', 'reportLinkId': '01399c3a-318d-4a3d-bdfa-fe28d8da992c', 'keyQuestionRatings': [{'name': 'Caring', 'rating': 'Good'}, {'name': 'Effective', 'rating': 'Good'}, {'name': 'Responsive', 'rating': 'Good'}, {'name': 'Safe', 'rating': 'Good'}, {'name': 'Well-led', 'rating': 'Good'}]}]",,,
1-9736566215,1-8360149819,Location,Social Care Org,Denvar Personnel,E38000237,NHS Kent and Medway CCG,E54000032,NHS Kent and Medway Integrated Care Board,VNGXL,Deregistered,2020-10-21,Y,51.3862227,0.5498166,N,Adult social care,"Office 314, Kingsley House 37-39",Gillingham,South East,ME7 4PF,44069873,,www.denvarpersonnel.co.uk,0.0,Gillingham and Rainham,Medway,[],[],[],"[{'name': 'Homecare agencies', 'description': 'Domiciliary care service'}]","[{'name': 'Caring for adults over 65 yrs'}, {'name': 'Dementia'}, {'name': 'Physical disabilities'}]","[{'code': 'S2', 'primary': 'true', 'name': 'Community based adult social care services'}]",[],2024-02-08,Balmoral Road,,,,,,,,,,,,,,,,,,,,,2021-03-06,,
1-9888706691,1-9717262925,Location,Primary Medical Services,Kings Family Practice,E38000237,NHS Kent and Medway CCG,E54000032,NHS Kent and Medway Integrated Care Board,G82753,Registered,2020-12-14,N,51.3774958,0.5346301,N,Primary medical services,30-34 Magpie Hall Road,Chatham,South East,ME4 5JY,44054324,01634810040,www.kingsfamilypractice.nhs.uk,0.0,Chatham and Aylesford,Medway,[],[{'type': 'GP Practice'}],"[{'name': 'Maternity and midwifery services', 'code': 'RA11', 'contacts': [{'personTitle': 'Mr', 'personGivenName': 'Mohammad Abdul', 'personFamilyName': 'Halim', 'personRoles': ['Registered Manager']}]}, {'name': 'Family planning', 'code': 'RA15', 'contacts': [{'personTitle': 'Mr', 'personGivenName': 'Mohammad Abdul', 'personFamilyName': 'Halim', 'personRoles': ['Registered Manager']}]}, {'name': 'Treatment of disease, disorder or injury', 'code': 'RA5', 'contacts': [{'personTitle': 'Mr', 'personGivenName': 'Mohammad Abdul', 'personFamilyName': 'Halim', 'personRoles': ['Registered Manager']}]}, {'name': 'Diagnostic and screening procedures', 'code': 'RA8', 'contacts': [{'personTitle': 'Mr', 'personGivenName': 'Mohammad Abdul', 'personFamilyName': 'Halim', 'personRoles': ['Registered Manager']}]}]","[{'name': 'Doctors/Gps', 'description': 'Doctors treatment service'}]",[{'name': 'Services for everyone'}],"[{'code': 'P2', 'primary': 'true', 'name': 'GP Practices'}]",[],,,Kent,"[{'linkId': '25693522-b84f-4215-9982-974cfefa5cc7', 'reportDate': '2021-12-30', 'firstVisitDate': '2021-11-23', 'reportUri': '/reports/25693522-b84f-4215-9982-974cfefa5cc7?20211230080041', 'reportType': 'Location'}]",2021-11-23,2021-12-30,Good,2021-12-30,25693522-b84f-4215-9982-974cfefa5cc7,"[{'name': 'Safe', 'rating': 'Good', 'reportDate': '2021-12-30', 'reportLinkId': '25693522-b84f-4215-9982-974cfefa5cc7'}, {'name': 'Well-led', 'rating': 'Good', 'reportDate': '2021-12-30', 'reportLinkId': '25693522-b84f-4215-9982-974cfefa5cc7'}, {'name': 'Caring', 'rating': 'Good', 'reportDate': '2021-12-30', 'reportLinkId': '25693522-b84f-4215-9982-974cfefa5cc7'}, {'name': 'Responsive', 'rating': 'Good', 'reportDate': '2021-12-30', 'reportLinkId': '25693522-b84f-4215-9982-974cfefa5cc7'}, {'name': 'Effective', 'rating': 'Good', 'reportDate': '2021-12-30', 'reportLinkId': '25693522-b84f-4215-9982-974cfefa5cc7'}]",2021-12-30,,,,,,,,,91Q,NHS Kent and Medway Icb - 91Q,,,,
1-9888706717,1-9717262925,Location,Primary Medical Services,St Werburgh Medical Practice,E38000237,NHS Kent and Medway CCG,E54000032,NHS Kent and Medway Integrated Care Board,G82233,Registered,2020-12-14,N,51.4251729,0.5630906,N,Primary medical services,98 Bells Lane,Rochester,South East,ME3 9HU,100062390884,01634250523,www.stwerburgh.co.uk,0.0,Rochester and Strood,Medway,[],[{'type': 'GP Practice'}],"[{'name': 'Maternity and midwifery services', 'code': 'RA11', 'contacts': [{'personTitle': 'Mr', 'personGivenName': 'Mohammad Abdul', 'personFamilyName': 'Halim', 'personRoles': ['Registered Manager']}]}, {'name': 'Family planning', 'code': 'RA15', 'contacts': [{'personTitle': 'Mr', 'personGivenName': 'Mohammad Abdul', 'personFamilyName': 'Halim', 'personRoles': ['Registered Manager']}]}, {'name': 'Treatment of disease, disorder or injury', 'code': 'RA5', 'contacts': [{'personTitle': 'Mr', 'personGivenName': 'Mohammad Abdul', 'personFamilyName': 'Halim', 'personRoles': ['Registered Manager']}]}, {'name': 'Diagnostic and screening procedures', 'code': 'RA8', 'contacts': [{'personTitle': 'Mr', 'personGivenName': 'Mohammad Abdul', 'personFamilyName': 'Halim', 'personRoles': ['Registered Manager']}]}]","[{'name': 'Doctors/Gps', 'description': 'Doctors consultation service'}]",[{'name': 'Services for everyone'}],"[{'code': 'P2', 'primary': 'true', 'name': 'GP Practices'}]",[],,Hoo,Kent,"[{'linkId': '0162d6ca-4d03-4c6a-bf41-05806ac7298a', 'reportDate': '2022-03-01', 'firstVisitDate': '2022-01-25', 'reportUri': '/reports/0162d6ca-4d03-4c6a-bf41-05806ac7298a?20220301080050', 'reportType': 'Location'}]",2022-01-27,2022-03-01,Good,2022-03-01,0162d6ca-4d03-4c6a-bf41-05806ac7298a,"[{'name': 'Safe', 'rating': 'Good', 'reportDate': '2022-03-01', 'reportLinkId': '0162d6ca-4d03-4c6a-bf41-05806ac7298a'}, {'name': 'Well-led', 'rating': 'Good', 'reportDate': '2022-03-01', 'reportLinkId': '0162d6ca-4d03-4c6a-bf41-05806ac7298a'}, {'name': 'Caring', 'rating': 'Good', 'reportDate': '2022-03-01', 'reportLinkId': '0162d6ca-4d03-4c6a-bf41-05806ac7298a'}, {'name': 'Responsive', 'rating': 'Good', 'reportDate': '2022-03-01', 'reportLinkId': '0162d6ca-4d03-4c6a-bf41-05806ac7298a'}, {'name': 'Effective', 'rating': 'Good', 'reportDate': '2022-03-01', 'reportLinkId': '0162d6ca-4d03-4c6a-bf41-05806ac7298a'}]",2022-03-01,,,,,,,,,91Q,NHS Kent and Medway Icb - 91Q,,,,
1-9890930375,1-5687593120,Location,Primary Medical Services,St Mary's Island Surgery,E38000237,NHS Kent and Medway CCG,E54000032,NHS Kent and Medway Integrated Care Board,Y00449,Deregistered,2020-11-25,N,51.4067964,0.5379763,N,Primary medical services,Edgeway,Chatham,South East,ME4 3EP,44113368,01634890712,,0.0,Rochester and Strood,Medway,[],[{'type': 'GP Practice'}],[],"[{'name': 'Doctors/Gps', 'description': 'Doctors consultation service'}]",[{'name': 'Services for everyone'}],"[{'code': 'P2', 'primary': 'true', 'name': 'GP Practices'}]",[],2022-03-07,St. Marys Island,,,,,,,,,,,,,,,,,,91Q,NHS Kent and Medway Icb - 91Q,,,,
1-9898950775,1-9870500335,Location,Primary Dental Care,St Mark Crown Court Dental Clinic,E38000237,NHS Kent and Medway CCG,E54000032,NHS Kent and Medway Integrated Care Board,V01273,Registered,2021-05-07,N,51.3855098,0.5089521,N,Primary medical services,203 High Street,Rochester,South East,ME1 1HB,100062374443,01634840303,www.stmarkcrowncourt.co.uk,0.0,Rochester and Strood,Medway,"[{'relatedLocationId': '1-4821072520', 'relatedLocationName': 'St Mark Crown Court Dental Practice', 'type': 'HSCA Predecessor', 'reason': 'Legal Entity Change'}]",[],"[{'name': 'Treatment of disease, disorder or injury', 'code': 'RA5', 'contacts': []}, {'name': 'Surgical procedures', 'code': 'RA7', 'contacts': []}, {'name': 'Diagnostic and screening procedures', 'code': 'RA8', 'contacts': []}]","[{'name': 'Dentist', 'description': 'Dental service'}]",[{'name': 'Services for everyone'}],"[{'code': 'P1', 'primary': 'true', 'name': 'Dentists'}]",[],,,Kent,,,,,,,,,,,,,,,,,,,,,,
5L300,5L3,Location,NHS Healthcare Organisation,Medway Community Healthcare Unit 5,E38000237,NHS Kent and Medway CCG,E54000032,NHS Kent and Medway Integrated Care Board,,Deregistered,2010-06-14,N,51.364515,0.574772,N,Unspecified,Unit 5 Ambley Green,Gillingham,South East,ME8 0NJ,,01634382777,www.medwaypct.nhs.uk,0.0,Gillingham and Rainham,Medway,"[{'relatedLocationId': '1-1040390924', 'relatedLocationName': 'MCH House', 'type': 'HSCA Successor', 'reason': 'NHS Transfer'}]",[],[],"[{'name': 'Hospital', 'description': 'Acute services with overnight beds'}, {'name': 'Community services - Healthcare', 'description': 'Community healthcare service'}, {'name': 'Dentist', 'description': 'Dental service'}, {'name': 'Doctors/Gps', 'description': 'Doctors treatment service'}, {'name': 'Long-term conditions', 'description': 'Long term conditions services'}, {'name': 'Mobile doctors', 'description': 'Mobile doctors service'}, {'name': 'Community services - Mental Health', 'description': 'Community based services for people with mental health needs'}, {'name': 'Phone/online advice', 'description': 'Remote clinical advice service'}, {'name': 'Rehabilitation (illness/injury)', 'description': 'Rehabilitation services'}, {'name': 'Urgent care centres', 'description': 'Urgent care services'}]","[{'name': 'Caring for adults over 65 yrs'}, {'name': 'Caring for adults under 65 yrs'}, {'name': 'Caring for children'}, {'name': 'Physical disabilities'}]",,[],2011-07-12,"Bailey Drive, Gillingham Business Park",Kent,,,,,,,,,Q37,South East Coast Strategic Health Authority,,,,,,,,,,,,
5L302,5L3,Location,NHS Healthcare Organisation,Darland House,E38000237,NHS Kent and Medway CCG,E54000032,NHS Kent and Medway Integrated Care Board,,Deregistered,2010-06-14,N,51.3704397,0.5623067,Y,Unspecified,29 Darland Avenue,Gillingham,South East,ME7 3AL,44076575,01634852323,www.medwaypct.nhs.uk,0.0,Gillingham and Rainham,Medway,"[{'relatedLocationId': '1-221575483', 'relatedLocationName': 'Darland House', 'type': 'HSCA Successor', 'reason': 'NHS Transfer'}]",[],[],"[{'name': 'Nursing homes', 'description': 'Care home service with nursing'}]","[{'name': 'Caring for adults over 65 yrs'}, {'name': 'Dementia'}]",,[],2011-07-12,,Kent,,,,,,,,,Q37,South East Coast Strategic Health Authority,,,,,,,,,,,,
5L312,5L3,Location,NHS Healthcare Organisation,St Bartholomew's,E38000237,NHS Kent and Medway CCG,,,,Deregistered,2010-06-14,N,51.382574,0.514747,N,Unspecified,St Bartholomew's Hospital,Rochester,South East,ME1 1DS,,01634810900,www.medwaypct.nhs.uk,0.0,Rochester and Strood,Medway,"[{'relatedLocationId': '1-221575476', 'relatedLocationName': ""St Bartholomew's"", 'type': 'HSCA Successor', 'reason': 'NHS Transfer'}]",[],[],"[{'name': 'Hospital', 'description': 'Acute services with overnight beds'}, {'name': 'Community services - Healthcare', 'description': 'Community healthcare service'}, {'name': 'Long-term conditions', 'description': 'Long term conditions services'}, {'name': 'Rehabilitation (illness/injury)', 'description': 'Rehabilitation services'}]","[{'name': 'Caring for adults over 65 yrs'}, {'name': 'Caring for adults under 65 yrs'}]",,[],2011-07-12,New Road,Kent,"[{'linkId': '0fddcbba-f912-4c1a-b288-fac4ef6918ed', 'reportDate': '2011-05-12', 'firstVisitDate': '2011-01-11', 'reportUri': '/reports/0fddcbba-f912-4c1a-b288-fac4ef6918ed?20200430120000'}]",2011-01-11,,No published rating,,,"[{'name': 'Safe', 'rating': 'No published rating'}, {'name': 'Well-led', 'rating': 'No published rating'}, {'name': 'Caring', 'rating': 'No published rating'}, {'name': 'Responsive', 'rating': 'No published rating'}, {'name': 'Effective', 'rating': 'No published rating'}]",,Q37,South East Coast Strategic Health Authority,,,,,,,,,,,,
5L318,5L3,Location,NHS Healthcare Organisation,Wisdom Hospice,E38000237,NHS Kent and Medway CCG,E54000032,NHS Kent and Medway Integrated Care Board,,Deregistered,2010-06-14,N,51.372609,0.5093,N,Unspecified,The Wisdom Hospice,Rochester,South East,ME1 2NU,,01634830456,www.medwaypct.nhs.uk,0.0,Rochester and Strood,Medway,"[{'relatedLocationId': '1-221575490', 'relatedLocationName': 'Wisdom Hospice', 'type': 'HSCA Successor', 'reason': 'NHS Transfer'}]",[],[],"[{'name': 'Community services - Healthcare', 'description': 'Community healthcare service'}, {'name': 'Hospice', 'description': 'Hospice services'}, {'name': 'Phone/online advice', 'description': 'Remote clinical advice service'}]","[{'name': 'Caring for adults over 65 yrs'}, {'name': 'Caring for adults under 65 yrs'}]",,[],2011-07-12,High Bank,Kent,,,,,,,,,Q37,South East Coast Strategic Health Authority,,,,,,,,,,,,
